# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
4698.0; 168.457; 31.65; 0.00006; 0.00645; -0.54550; -0.01350
4701.0; 168.552; 31.68; 0.00006; 0.00613; -0.58476; -0.01280
4704.0; 168.647; 31.71; 0.00005; 0.00583; -0.62201; -0.01215
4707.0; 168.741; 31.74; 0.00005; 0.00555; -0.65740; -0.01155
4710.0; 168.836; 31.77; 0.00005; 0.00528; -0.69108; -0.01100
4713.0; 168.930; 31.80; 0.00004; 0.00502; -0.72314; -0.01047
4716.0; 169.025; 31.83; 0.00004; 0.00477; -0.75366; -0.00997
4719.0; 169.119; 31.86; 0.00004; 0.00454; -0.78272; -0.00949
4722.0; 169.213; 31.88; 0.00004; 0.00431; -0.81040; -0.00904
4725.0; 169.307; 31.91; 0.00003; 0.00410; -0.83676; -0.00861
4728.0; 169.401; 31.94; 0.00003; 0.00390; -0.86187; -0.00820
4731.0; 169.495; 31.97; 0.00003; 0.00371; -0.88579; -0.00781
4734.0; 169.589; 32.00; 0.00003; 0.00352; -0.90857; -0.00744
4737.0; 169.682; 32.03; 0.00003; 0.00335; -0.93029; -0.00709
4740.0; 169.776; 32.06; 0.00002; 0.00319; -0.95099; -0.00676
4743.0; 169.870; 32.09; 0.00002; 0.00303; -0.97072; -0.00644
4746.0; 169.963; 32.11; 0.00002; 0.00288; -0.98953; -0.00614
4749.0; 170.056; 32.14; 0.00002; 0.00274; -1.00748; -0.00586
4752.0; 170.150; 32.17; 0.00002; 0.00260; -1.02461; -0.00559
4755.0; 170.243; 32.20; 0.00002; 0.00247; -1.04096; -0.00534
4758.0; 170.336; 32.22; 0.00002; 0.00235; -1.05657; -0.00510
4761.0; 170.429; 32.25; 0.00001; 0.00223; -1.07148; -0.00487
4764.0; 170.522; 32.28; 0.00001; 0.00212; -1.08574; -0.00466
4767.0; 170.615; 32.31; 0.00001; 0.00201; -1.09938; -0.00446
4770.0; 170.708; 32.33; 0.00001; 0.00191; -1.11243; -0.00427
4773.0; 170.801; 32.36; 0.00001; 0.00182; -1.12492; -0.00409
4776.0; 170.893; 32.39; 0.00001; 0.00173; -1.13690; -0.00392
4779.0; 170.986; 32.41; 0.00001; 0.00164; -1.14839; -0.00376
4782.0; 171.078; 32.44; 0.00001; 0.00156; -1.15942; -0.00361
4785.0; 171.171; 32.46; 0.00001; 0.00148; -1.17003; -0.00347
4788.0; 171.263; 32.49; 0.00001; 0.00140; -1.18023; -0.00334
4791.0; 171.355; 32.52; 0.00001; 0.00133; -1.19005; -0.00322
4794.0; 171.448; 32.54; 0.00001; 0.00127; -1.19952; -0.00311
4797.0; 171.540; 32.57; 0.00001; 0.00120; -1.20867; -0.00300
4800.0; 171.632; 32.59; 0.00001; 0.00114; -1.21752; -0.00291
4803.0; 171.724; 32.62; 0.00001; 0.00108; -1.22608; -0.00282
4806.0; 171.816; 32.64; 0.00000; 0.00103; -1.23439; -0.00273
4809.0; 171.908; 32.67; 0.00000; 0.00097; -1.24246; -0.00266
4812.0; 172.000; 32.69; 0.00000; 0.00092; -1.25032; -0.00259
4815.0; 172.091; 32.72; 0.00000; 0.00088; -1.25798; -0.00253
4818.0; 172.183; 32.74; 0.00000; 0.00083; -1.26546; -0.00247
4821.0; 172.274; 32.77; 0.00000; 0.00079; -1.27278; -0.00242
4824.0; 172.366; 32.79; 0.00000; 0.00075; -1.27996; -0.00237
4827.0; 172.457; 32.82; 0.00000; 0.00071; -1.28701; -0.00233
4830.0; 172.549; 32.84; 0.00000; 0.00067; -1.29395; -0.00230
4833.0; 172.640; 32.86; 0.00000; 0.00064; -1.30081; -0.00227
4836.0; 172.731; 32.89; 0.00000; 0.00061; -1.30758; -0.00225
4839.0; 172.823; 32.91; 0.00000; 0.00057; -1.31429; -0.00223
4842.0; 172.914; 32.94; 0.00000; 0.00054; -1.32096; -0.00222
4845.0; 173.005; 32.96; 0.00000; 0.00052; -1.32758; -0.00221
4848.0; 173.096; 32.98; 0.00000; 0.00049; -1.33419; -0.00220
4851.0; 173.187; 33.01; 0.00000; 0.00046; -1.34080; -0.00220
4854.0; 173.278; 33.03; 0.00000; 0.00044; -1.34740; -0.00221
4857.0; 173.368; 33.05; 0.00000; 0.00041; -1.35403; -0.00221
4860.0; 173.459; 33.07; 0.00000; 0.00039; -1.36068; -0.00223
4863.0; 173.550; 33.10; 0.00000; 0.00037; -1.36738; -0.00224
4866.0; 173.640; 33.12; 0.00000; 0.00035; -1.37413; -0.00226
4869.0; 173.731; 33.14; 0.00000; 0.00033; -1.38094; -0.00228
4872.0; 173.821; 33.17; 0.00000; 0.00032; -1.38783; -0.00231
4875.0; 173.912; 33.19; 0.00000; 0.00030; -1.39481; -0.00234
4878.0; 174.002; 33.21; 0.00000; 0.00028; -1.40188; -0.00238
4881.0; 174.093; 33.23; 0.00000; 0.00027; -1.40906; -0.00241
4884.0; 174.183; 33.25; 0.00000; 0.00025; -1.41636; -0.00245
4887.0; 174.273; 33.28; 0.00000; 0.00024; -1.42378; -0.00250
4890.0; 174.363; 33.30; 0.00000; 0.00023; -1.43134; -0.00254
4893.0; 174.453; 33.32; 0.00000; 0.00021; -1.43902; -0.00258
4896.0; 174.543; 33.34; 0.00000; 0.00020; -1.44683; -0.00262
4899.0; 174.633; 33.36; 0.00000; 0.00019; -1.45475; -0.00266
4902.0; 174.723; 33.38; 0.00000; 0.00018; -1.46279; -0.00270
4905.0; 174.813; 33.40; 0.00000; 0.00017; -1.47093; -0.00273
4908.0; 174.903; 33.42; 0.00000; 0.00016; -1.47916; -0.00276
4911.0; 174.992; 33.45; 0.00000; 0.00015; -1.48748; -0.00279
4914.0; 175.082; 33.47; 0.00000; 0.00014; -1.49588; -0.00281
4917.0; 175.172; 33.49; 0.00000; 0.00014; -1.50435; -0.00283
4920.0; 175.261; 33.51; 0.00000; 0.00013; -1.51288; -0.00285
4923.0; 175.351; 33.53; 0.00000; 0.00012; -1.52147; -0.00287
4926.0; 175.440; 33.55; 0.00000; 0.00012; -1.53010; -0.00288
4929.0; 175.530; 33.57; -0.00000; 0.00011; -1.53876; -0.00289
4932.0; 175.619; 33.59; -0.00000; 0.00010; -1.54745; -0.00290
4935.0; 175.708; 33.61; -0.00000; 0.00010; -1.55616; -0.00290
4938.0; 175.797; 33.63; -0.00000; 0.00009; -1.56488; -0.00291
4941.0; 175.887; 33.65; -0.00000; 0.00009; -1.57360; -0.00290
4944.0; 175.976; 33.67; -0.00000; 0.00008; -1.58231; -0.00290
4947.0; 176.065; 33.69; -0.00000; 0.00008; -1.59100; -0.00289
4950.0; 176.154; 33.71; -0.00000; 0.00007; -1.59966; -0.00288
4953.0; 176.243; 33.73; -0.00000; 0.00007; -1.60828; -0.00287
4956.0; 176.332; 33.75; -0.00000; 0.00007; -1.61686; -0.00285
4959.0; 176.421; 33.77; -0.00000; 0.00006; -1.62538; -0.00283
4962.0; 176.509; 33.79; -0.00000; 0.00006; -1.63383; -0.00281
4965.0; 176.598; 33.80; -0.00000; 0.00006; -1.64221; -0.00278
4968.0; 176.687; 33.82; -0.00000; 0.00005; -1.65050; -0.00275
4971.0; 176.776; 33.84; -0.00000; 0.00005; -1.65870; -0.00272
4974.0; 176.864; 33.86; -0.00000; 0.00005; -1.66679; -0.00268
4977.0; 176.953; 33.88; -0.00000; 0.00004; -1.67477; -0.00264
4980.0; 177.041; 33.90; -0.00000; 0.00004; -1.68262; -0.00260
4983.0; 177.130; 33.92; -0.00000; 0.00004; -1.69034; -0.00255
4986.0; 177.218; 33.93; -0.00000; 0.00004; -1.69791; -0.00250
4989.0; 177.307; 33.95; -0.00000; 0.00004; -1.70533; -0.00245
4992.0; 177.395; 33.97; -0.00000; 0.00004; -1.71258; -0.00239
4995.0; 177.483; 33.99; -0.00000; 0.00003; -1.71965; -0.00233
4998.0; 177.571; 34.01; -0.00000; 0.00003; -1.72654; -0.00226
5001.0; 177.660; 34.03; -0.00000; 0.00003; -1.73323; -0.00220
5004.0; 177.748; 34.04; -0.00000; 0.00003; -1.73972; -0.00213
5007.0; 177.836; 34.06; -0.00000; 0.00003; -1.74599; -0.00205
5010.0; 177.924; 34.08; -0.00000; 0.00003; -1.75204; -0.00198
5013.0; 178.012; 34.10; -0.00000; 0.00003; -1.75784; -0.00189
5016.0; 178.100; 34.11; -0.00000; 0.00003; -1.76340; -0.00181
5019.0; 178.188; 34.13; -0.00000; 0.00003; -1.76870; -0.00172
5022.0; 178.276; 34.15; -0.00000; 0.00003; -1.77373; -0.00163
5025.0; 178.364; 34.17; -0.00000; 0.00003; -1.77848; -0.00154
5028.0; 178.451; 34.18; -0.00000; 0.00003; -1.78295; -0.00144
5031.0; 178.539; 34.20; -0.00000; 0.00003; -1.78711; -0.00134
5034.0; 178.627; 34.22; -0.00000; 0.00003; -1.79096; -0.00123
5037.0; 178.714; 34.23; -0.00000; 0.00002; -1.79450; -0.00112
5040.0; 178.802; 34.25; -0.00000; 0.00002; -1.79770; -0.00101
5043.0; 178.890; 34.27; -0.00000; 0.00002; -1.80056; -0.00090
5046.0; 178.977; 34.28; -0.00000; 0.00001; -1.80307; -0.00078
5049.0; 179.065; 34.30; -0.00000; 0.00001; -1.80522; -0.00066
5052.0; 179.152; 34.32; -0.00000; 0.00000; -1.80700; -0.00053
5055.0; 179.239; 34.33; -0.00000; -0.00001; -1.80840; -0.00040
5058.0; 179.327; 34.35; -0.00000; -0.00002; -1.80943; -0.00027
5061.0; 179.414; 34.36; -0.00000; -0.00004; -1.81005; -0.00014
5064.0; 179.501; 34.38; -0.00000; -0.00007; -1.81029; -0.00001
5067.0; 179.589; 34.40; -0.00000; -0.00010; -1.81012; 0.00012
5070.0; 179.676; 34.41; -0.00000; -0.00014; -1.80957; 0.00025
5073.0; 179.763; 34.43; -0.00000; -0.00019; -1.80866; 0.00036
5076.0; 179.850; 34.44; -0.00000; -0.00025; -1.80746; 0.00044
5079.0; 179.937; 34.46; -0.00000; -0.00033; -1.80606; 0.00049
5082.0; 180.024; 34.48; -0.00000; -0.00043; -1.80453; 0.00052
5085.0; 180.111; 34.49; -0.00000; -0.00056; -1.80298; 0.00051
5088.0; 180.198; 34.51; -0.00000; -0.00071; -1.80149; 0.00047
5091.0; 180.285; 34.52; -0.00000; -0.00090; -1.80018; 0.00040
5094.0; 180.372; 34.54; -0.00000; -0.00112; -1.79917; 0.00028
5097.0; 180.459; 34.55; -0.00000; -0.00140; -1.79857; 0.00012
5100.0; 180.546; 34.57; -0.00000; -0.00173; -1.79853; -0.00009
5103.0; 180.632; 34.58; -0.00000; -0.00212; -1.79921; -0.00036
5106.0; 180.719; 34.60; -0.00000; -0.00258; -1.80076; -0.00068
5109.0; 180.806; 34.61; -0.00000; -0.00312; -1.80339; -0.00107
5112.0; 180.892; 34.63; -0.00000; -0.00376; -1.80730; -0.00154
5115.0; 180.979; 34.64; -0.00000; -0.00449; -1.81272; -0.00208
5118.0; 181.066; 34.66; -0.00000; -0.00534; -1.81993; -0.00272
5121.0; 181.152; 34.67; -0.00000; -0.00630; -1.82920; -0.00346
5124.0; 181.239; 34.69; 0.00000; -0.00739; -1.84087; -0.00432
5127.0; 181.325; 34.70; 0.00000; -0.00860; -1.85527; -0.00529
5130.0; 181.412; 34.71; 0.00000; -0.00994; -1.87280; -0.00640
5133.0; 181.498; 34.73; 0.00001; -0.01141; -1.89388; -0.00766
5136.0; 181.584; 34.74; 0.00001; -0.01298; -1.91895; -0.00907
5139.0; 181.671; 34.76; 0.00002; -0.01463; -1.94847; -0.01064
5142.0; 181.757; 34.77; 0.00002; -0.01634; -1.98295; -0.01238
5145.0; 181.843; 34.78; 0.00003; -0.01805; -2.02289; -0.01429
5148.0; 181.930; 34.80; 0.00004; -0.01971; -2.06877; -0.01636
5151.0; 182.016; 34.81; 0.00005; -0.02125; -2.12109; -0.01859
5154.0; 182.102; 34.83; 0.00006; -0.02256; -2.18029; -0.02096
5157.0; 182.188; 34.84; 0.00007; -0.02355; -2.24672; -0.02344
5160.0; 182.274; 34.85; 0.00009; -0.02408; -2.32062; -0.02594
5163.0; 182.361; 34.87; 0.00010; -0.02401; -2.40182; -0.02832
5166.0; 182.447; 34.88; 0.00012; -0.02317; -2.48970; -0.03042
5169.0; 182.533; 34.74; 0.00014; -0.02161; -2.58327; -0.03216
5172.0; 182.620; 34.30; 0.00017; -0.01877; -2.68122; -0.03342
5175.0; 182.708; 33.54; 0.00019; -0.01450; -2.78201; -0.03412
5178.0; 182.799; 32.57; 0.00018; -0.00872; -2.88376; -0.03409
5181.0; 182.892; 31.57; 0.00015; -0.00266; -2.98425; -0.03325
5184.0; 182.989; 30.55; 0.00011; 0.00110; -3.08130; -0.03174
5187.0; 183.089; 29.52; 0.00026; 0.01118; -3.17192; -0.02911
5190.0; 183.192; 28.49; 0.00076; 0.03242; -3.25030; -0.02425
5193.0; 183.299; 27.48; 0.00181; 0.06768; -3.30609; -0.01560
5196.0; 183.410; 26.54; 0.00374; 0.11973; -3.32284; -0.00115
5199.0; 183.524; 25.75; 0.00666; 0.18760; -3.27773; 0.02107
5202.0; 183.642; 25.14; 0.00951; 0.24326; -3.14673; 0.05060
5205.0; 183.762; 24.65; 0.01160; 0.27368; -2.91266; 0.08433
5208.0; 183.886; 24.21; 0.01314; 0.28793; -2.56935; 0.11807
5211.0; 184.013; 23.78; 0.01447; 0.29524; -2.12120; 0.14865
5214.0; 184.143; 23.64; 0.01583; 0.30447; -1.57933; 0.17479
5217.0; 184.274; 23.49; 0.01655; 0.30964; -0.95986; 0.19600
5220.0; 184.405; 23.51; 0.01685; 0.30889; -0.28285; 0.21120
5223.0; 184.536; 23.52; 0.01695; 0.31014; 0.42871; 0.22008
5226.0; 184.666; 23.54; 0.01694; 0.31046; 1.14978; 0.22105
5229.0; 184.793; 23.55; 0.01690; 0.31042; 1.84192; 0.20738
5232.0; 184.916; 23.57; 0.01686; 0.31028; 2.43612; 0.16690
5235.0; 185.032; 23.58; 0.01681; 0.31012; 2.83955; 0.08877
5238.0; 185.141; 23.60; 0.01677; 0.30996; 2.97418; -0.02281
5241.0; 185.250; 23.61; 0.01673; 0.30979; 2.80501; -0.13935
5244.0; 185.365; 23.62; 0.01669; 0.30958; 2.34409; -0.22645
5247.0; 185.488; 23.64; 0.01663; 0.30933; 1.66411; -0.27083
5250.0; 185.617; 23.66; 0.01658; 0.30903; 0.87921; -0.28023
5253.0; 185.747; 23.67; 0.01652; 0.30866; 0.08736; -0.26936
5256.0; 185.878; 23.69; 0.01645; 0.30819; -0.65903; -0.24954
5259.0; 186.008; 23.71; 0.01637; 0.30752; -1.33718; -0.22497
5262.0; 186.138; 23.73; 0.01627; 0.30642; -1.93196; -0.19611
5265.0; 186.267; 23.76; 0.01611; 0.30422; -2.42984; -0.16300
5268.0; 186.394; 23.79; 0.01582; 0.29884; -2.81912; -0.12596
5271.0; 186.520; 23.83; 0.01509; 0.28360; -3.09177; -0.08612
5274.0; 186.645; 23.88; 0.01311; 0.24094; -3.24905; -0.04699
5277.0; 186.769; 23.96; 0.00856; 0.14855; -3.31068; -0.01515
5280.0; 186.892; 24.04; 0.00170; 0.01984; -3.31393; 0.00419
5283.0; 187.015; 24.11; -0.00424; -0.08685; -3.29488; 0.01244
5286.0; 187.137; 24.17; -0.00777; -0.15052; -3.27440; 0.01428
5289.0; 187.258; 24.23; -0.00968; -0.18693; -3.26019; 0.01346
5292.0; 187.378; 24.29; -0.01067; -0.20745; -3.25304; 0.01228
5295.0; 187.498; 24.34; -0.01116; -0.21892; -3.25027; 0.01183
5298.0; 187.618; 24.40; -0.01138; -0.22525; -3.24855; 0.01207
5301.0; 187.737; 24.45; -0.01145; -0.22868; -3.24614; 0.01245
5304.0; 187.856; 24.49; -0.01145; -0.23053; -3.24296; 0.01263
5307.0; 187.975; 24.54; -0.01141; -0.23153; -3.23944; 0.01264
5310.0; 188.093; 24.59; -0.01135; -0.23213; -3.23591; 0.01253
5313.0; 188.211; 24.64; -0.01128; -0.23255; -3.23263; 0.01234
5316.0; 188.329; 24.69; -0.01121; -0.23295; -3.22979; 0.01209
5319.0; 188.447; 24.73; -0.01115; -0.23340; -3.22759; 0.01178
5322.0; 188.565; 24.78; -0.01109; -0.23394; -3.22622; 0.01140
5325.0; 188.682; 24.83; -0.01104; -0.23459; -3.22589; 0.01095
5328.0; 188.800; 24.87; -0.01099; -0.23536; -3.22682; 0.01043
5331.0; 188.917; 24.92; -0.01094; -0.23623; -3.22924; 0.00984
5334.0; 189.033; 24.96; -0.01090; -0.23721; -3.23341; 0.00915
5337.0; 189.150; 25.00; -0.01087; -0.23825; -3.23957; 0.00839
5340.0; 189.266; 25.04; -0.01083; -0.23935; -3.24794; 0.00757
5343.0; 189.383; 25.09; -0.01080; -0.24045; -3.25866; 0.00673
5346.0; 189.499; 25.13; -0.01077; -0.24150; -3.27160; 0.00598
5349.0; 189.614; 25.17; -0.01073; -0.24240; -3.28641; 0.00539
5352.0; 189.730; 25.21; -0.01067; -0.24297; -3.30244; 0.00505
5355.0; 189.845; 25.25; -0.01060; -0.24293; -3.31877; 0.00506
5358.0; 189.960; 25.29; -0.01049; -0.24175; -3.33404; 0.00559
5361.0; 190.075; 25.33; -0.01030; -0.23859; -3.34626; 0.00687
5364.0; 190.189; 25.37; -0.01003; -0.23299; -3.35259; 0.00920
5367.0; 190.303; 25.41; -0.00966; -0.22477; -3.34920; 0.01292
5370.0; 190.417; 25.46; -0.00916; -0.21300; -3.33117; 0.01843
5373.0; 190.531; 25.51; -0.00850; -0.19691; -3.29212; 0.02624
5376.0; 190.645; 25.56; -0.00765; -0.17651; -3.22416; 0.03684
5379.0; 190.758; 25.62; -0.00662; -0.15186; -3.11784; 0.05075
5382.0; 190.871; 25.68; -0.00540; -0.12315; -2.96223; 0.06840
5385.0; 190.985; 25.74; -0.00402; -0.09079; -2.74504; 0.09007
5388.0; 191.098; 25.81; -0.00249; -0.05547; -2.45327; 0.11572
5391.0; 191.213; 25.87; -0.00087; -0.01810; -2.07391; 0.14509
5394.0; 191.328; 25.94; 0.00078; 0.02021; -1.59404; 0.17790
5397.0; 191.444; 26.00; 0.00238; 0.05819; -1.00251; 0.21191
5400.0; 191.562; 26.07; 0.00385; 0.09450; -0.30127; 0.24040
5403.0; 191.681; 26.13; 0.00514; 0.12781; 0.47711; 0.25479
5406.0; 191.798; 26.18; 0.00620; 0.15699; 1.26996; 0.25014
5409.0; 191.914; 26.23; 0.00702; 0.18141; 2.00817; 0.22727
5412.0; 192.025; 26.27; 0.00763; 0.20101; 2.64181; 0.19132
5415.0; 192.134; 26.31; 0.00806; 0.21621; 3.14621; 0.14731
5418.0; 192.239; 26.34; 0.00834; 0.22759; 3.51013; 0.09779
5421.0; 192.343; 26.37; 0.00851; 0.23568; 3.72964; 0.04601
5424.0; 192.446; 26.40; 0.00859; 0.24079; 3.81049; -0.00280
5427.0; 192.550; 26.43; 0.00857; 0.24275; 3.76657; -0.04509
5430.0; 192.655; 26.46; 0.00849; 0.24207; 3.61420; -0.08052
5433.0; 192.762; 26.49; 0.00837; 0.23981; 3.36850; -0.10982
5436.0; 192.870; 26.52; 0.00822; 0.23651; 3.04363; -0.13333
5439.0; 192.979; 26.55; 0.00806; 0.23244; 2.65414; -0.15104
5442.0; 193.090; 26.58; 0.00788; 0.22772; 2.21582; -0.16294
5445.0; 193.202; 26.62; 0.00768; 0.22240; 1.74540; -0.16914
5448.0; 193.314; 26.66; 0.00747; 0.21651; 1.26006; -0.16987
5451.0; 193.428; 26.70; 0.00724; 0.21005; 0.77677; -0.16547
5454.0; 193.541; 26.74; 0.00699; 0.20304; 0.31103; -0.15690
5457.0; 193.654; 26.78; 0.00672; 0.19549; -0.12613; -0.14593
5460.0; 193.767; 26.82; 0.00643; 0.18741; -0.52971; -0.13420
5463.0; 193.880; 26.87; 0.00613; 0.17882; -0.89864; -0.12242
5466.0; 193.993; 26.91; 0.00581; 0.16974; -1.23300; -0.11073
5469.0; 194.105; 26.96; 0.00547; 0.16020; -1.53313; -0.09918
5472.0; 194.217; 27.01; 0.00512; 0.15022; -1.79953; -0.08780
5475.0; 194.328; 27.06; 0.00475; 0.13985; -2.03289; -0.07668
5478.0; 194.440; 27.11; 0.00437; 0.12913; -2.23429; -0.06599
5481.0; 194.551; 27.16; 0.00398; 0.11808; -2.40552; -0.05599
5484.0; 194.662; 27.22; 0.00359; 0.10678; -2.54910; -0.04690
5487.0; 194.772; 27.27; 0.00318; 0.09526; -2.66792; -0.03877
5490.0; 194.882; 27.32; 0.00278; 0.08359; -2.76497; -0.03163
5493.0; 194.992; 27.38; 0.00237; 0.07186; -2.84322; -0.02548
5496.0; 195.102; 27.43; 0.00197; 0.06019; -2.90565; -0.02031
5499.0; 195.211; 27.49; 0.00158; 0.04873; -2.95513; -0.01609
5502.0; 195.320; 27.54; 0.00121; 0.03772; -2.99443; -0.01278
5505.0; 195.429; 27.60; 0.00087; 0.02754; -3.02605; -0.01028
5508.0; 195.538; 27.65; 0.00059; 0.01874; -3.05212; -0.00846
5511.0; 195.646; 27.71; 0.00038; 0.01223; -3.07413; -0.00709
5514.0; 195.754; 27.76; 0.00025; 0.00814; -3.09278; -0.00590
5517.0; 195.862; 27.82; 0.00017; 0.00557; -3.10817; -0.00471
5520.0; 195.970; 27.87; 0.00012; 0.00395; -3.12001; -0.00342
5523.0; 196.077; 27.92; 0.00009; 0.00292; -3.12793; -0.00204
5526.0; 196.185; 27.98; 0.00007; 0.00225; -3.13173; -0.00065
5529.0; 196.292; 28.03; 0.00005; 0.00182; -3.13150; 0.00067
5532.0; 196.398; 28.08; 0.00004; 0.00153; -3.12747; 0.00191
5535.0; 196.505; 28.13; 0.00004; 0.00133; -3.11985; 0.00308
5538.0; 196.611; 28.18; 0.00003; 0.00118; -3.10886; 0.00418
5541.0; 196.718; 28.23; 0.00003; 0.00108; -3.09468; 0.00521
5544.0; 196.824; 28.29; 0.00003; 0.00099; -3.07749; 0.00619
5547.0; 196.930; 28.34; 0.00003; 0.00093; -3.05745; 0.00711
5550.0; 197.035; 28.39; 0.00002; 0.00087; -3.03475; 0.00798
5553.0; 197.141; 28.44; 0.00002; 0.00082; -3.00954; 0.00879
5556.0; 197.246; 28.48; 0.00002; 0.00077; -2.98198; 0.00954
5559.0; 197.351; 28.53; 0.00002; 0.00073; -2.95225; 0.01024
5562.0; 197.456; 28.58; 0.00002; 0.00070; -2.92050; 0.01089
5565.0; 197.561; 28.63; 0.00002; 0.00066; -2.88688; 0.01149
5568.0; 197.666; 28.68; 0.00002; 0.00063; -2.85157; 0.01203
5571.0; 197.770; 28.73; 0.00002; 0.00060; -2.81471; 0.01251
5574.0; 197.875; 28.78; 0.00001; 0.00057; -2.77647; 0.01295
5577.0; 197.979; 28.82; 0.00001; 0.00054; -2.73700; 0.01333
5580.0; 198.083; 28.87; 0.00001; 0.00051; -2.69646; 0.01366
5583.0; 198.187; 28.92; 0.00001; 0.00049; -2.65501; 0.01394
5586.0; 198.290; 28.96; 0.00001; 0.00047; -2.61280; 0.01417
5589.0; 198.394; 29.01; 0.00001; 0.00044; -2.57000; 0.01434
5592.0; 198.497; 29.06; 0.00001; 0.00042; -2.52674; 0.01446
5595.0; 198.600; 29.10; 0.00001; 0.00040; -2.48320; 0.01454
5598.0; 198.703; 29.15; 0.00001; 0.00038; -2.43952; 0.01455
5601.0; 198.806; 29.19; 0.00001; 0.00036; -2.39586; 0.01452
5604.0; 198.909; 29.24; 0.00001; 0.00035; -2.35238; 0.01444
5607.0; 199.011; 29.28; 0.00001; 0.00033; -2.30922; 0.01430
5610.0; 199.114; 29.32; 0.00001; 0.00031; -2.26655; 0.01412
5613.0; 199.216; 29.37; 0.00001; 0.00030; -2.22448; 0.01390
5616.0; 199.318; 29.41; 0.00001; 0.00028; -2.18310; 0.01366
5619.0; 199.420; 29.46; 0.00001; 0.00027; -2.14244; 0.01342
5622.0; 199.522; 29.50; 0.00001; 0.00026; -2.10250; 0.01319
5625.0; 199.624; 29.54; 0.00001; 0.00024; -2.06326; 0.01296
5628.0; 199.725; 29.58; 0.00000; 0.00023; -2.02472; 0.01273
5631.0; 199.826; 29.63; 0.00000; 0.00022; -1.98686; 0.01250
5634.0; 199.928; 29.67; 0.00000; 0.00021; -1.94968; 0.01228
5637.0; 200.029; 29.71; 0.00000; 0.00020; -1.91316; 0.01206
5640.0; 200.130; 29.75; 0.00000; 0.00019; -1.87731; 0.01184
5643.0; 200.230; 29.79; 0.00000; 0.00018; -1.84209; 0.01163
5646.0; 200.331; 29.84; 0.00000; 0.00017; -1.80752; 0.01142
5649.0; 200.432; 29.88; 0.00000; 0.00017; -1.77356; 0.01121
5652.0; 200.532; 29.92; 0.00000; 0.00016; -1.74023; 0.01101
5655.0; 200.632; 29.96; 0.00000; 0.00015; -1.70749; 0.01081
5658.0; 200.732; 30.00; 0.00000; 0.00014; -1.67535; 0.01061
5661.0; 200.832; 30.04; 0.00000; 0.00014; -1.64379; 0.01042
5664.0; 200.932; 30.08; 0.00000; 0.00013; -1.61280; 0.01023
5667.0; 201.032; 30.12; 0.00000; 0.00012; -1.58236; 0.01005
5670.0; 201.131; 30.16; 0.00000; 0.00012; -1.55248; 0.00987
5673.0; 201.231; 30.20; 0.00000; 0.00011; -1.52313; 0.00969
5676.0; 201.330; 30.23; 0.00000; 0.00011; -1.49430; 0.00952
5679.0; 201.429; 30.27; 0.00000; 0.00010; -1.46599; 0.00935
5682.0; 201.528; 30.31; 0.00000; 0.00010; -1.43818; 0.00919
5685.0; 201.627; 30.35; 0.00000; 0.00009; -1.41085; 0.00903
5688.0; 201.726; 30.39; 0.00000; 0.00009; -1.38401; 0.00887
5691.0; 201.825; 30.42; 0.00000; 0.00008; -1.35762; 0.00872
5694.0; 201.923; 30.46; 0.00000; 0.00008; -1.33169; 0.00857
5697.0; 202.022; 30.50; 0.00000; 0.00008; -1.30621; 0.00842
5700.0; 202.120; 30.54; 0.00000; 0.00007; -1.28115; 0.00828
5703.0; 202.218; 30.57; 0.00000; 0.00007; -1.25651; 0.00814
5706.0; 202.316; 30.61; 0.00000; 0.00007; -1.23227; 0.00801
5709.0; 202.414; 30.65; 0.00000; 0.00006; -1.20842; 0.00788
5712.0; 202.512; 30.68; 0.00000; 0.00006; -1.18496; 0.00776
5715.0; 202.610; 30.72; 0.00000; 0.00006; -1.16186; 0.00764
5718.0; 202.707; 30.75; 0.00000; 0.00005; -1.13912; 0.00752
5721.0; 202.805; 30.79; 0.00000; 0.00005; -1.11672; 0.00741
5724.0; 202.902; 30.82; 0.00000; 0.00005; -1.09465; 0.00730
5727.0; 203.000; 30.86; 0.00000; 0.00005; -1.07290; 0.00720
5730.0; 203.097; 30.89; 0.00000; 0.00004; -1.05145; 0.00710
5733.0; 203.194; 30.93; 0.00000; 0.00004; -1.03029; 0.00700
5736.0; 203.291; 30.96; 0.00000; 0.00004; -1.00942; 0.00691
5739.0; 203.388; 31.00; 0.00000; 0.00004; -0.98881; 0.00683
5742.0; 203.484; 31.03; 0.00000; 0.00004; -0.96846; 0.00674
5745.0; 203.581; 31.07; 0.00000; 0.00003; -0.94835; 0.00666
5748.0; 203.677; 31.10; 0.00000; 0.00003; -0.92847; 0.00659
5751.0; 203.774; 31.13; 0.00000; 0.00003; -0.90880; 0.00652
5754.0; 203.870; 31.17; 0.00000; 0.00003; -0.88934; 0.00645
5757.0; 203.966; 31.20; 0.00000; 0.00003; -0.87007; 0.00639
5760.0; 204.062; 31.23; 0.00000; 0.00003; -0.85097; 0.00634
5763.0; 204.158; 31.27; 0.00000; 0.00003; -0.83204; 0.00628
5766.0; 204.254; 31.30; 0.00000; 0.00002; -0.81327; 0.00623
5769.0; 204.350; 31.33; 0.00000; 0.00002; -0.79463; 0.00619
